Date,Open,High,Low,Close,Adj Close,Volume
02-04-2018,41.66,42.235001,41.1175,41.669998,39.670017,150347200
03-04-2018,41.91,42.1875,41.220001,42.0975,40.077003,121112000
04-04-2018,41.220001,43.002499,41.192501,42.9025,40.843365,138422000
05-04-2018,43.145,43.557499,43.02,43.200001,41.126579,107732800
06-04-2018,42.7425,43.119999,42.049999,42.095001,40.074623,140021200
09-04-2018,42.470001,43.272499,42.462502,42.512501,40.47208,116070800
10-04-2018,43.25,43.5,42.8825,43.3125,41.233685,113634400
11-04-2018,43.057499,43.48,42.924999,43.110001,41.040913,89726400
12-04-2018,43.352501,43.75,43.259998,43.535,41.445511,91557200
13-04-2018,43.695,43.959999,43.462502,43.682499,41.585926,100497200
16-04-2018,43.7575,44.047501,43.7075,43.955002,41.845352,86313600
17-04-2018,44.122501,44.735001,44.102501,44.560001,42.421314,106421600
18-04-2018,44.452499,44.705002,44.220001,44.459999,42.326111,83018000
19-04-2018,43.439999,43.8475,43.165001,43.200001,41.126579,139235200
20-04-2018,42.650002,42.805,41.357498,41.43,39.441536,261964400
23-04-2018,41.7075,41.73,41.022499,41.310001,39.327301,146062000
24-04-2018,41.4175,41.5825,40.305,40.735001,38.7799,134768000
25-04-2018,40.654999,41.355,40.602501,40.912498,38.948883,113528400
26-04-2018,41.029999,41.432499,40.842499,41.055,39.084545,111852000
27-04-2018,41,41.0825,40.157501,40.580002,38.632339,142623200
30-04-2018,40.532501,41.814999,40.459999,41.314999,39.332058,169709600
01-05-2018,41.602501,42.299999,41.317501,42.275002,40.245979,214277600
02-05-2018,43.807499,44.4375,43.450001,44.142502,42.023849,266157600
03-05-2018,43.970001,44.375,43.610001,44.2225,42.100018,136272800
04-05-2018,44.5625,46.0625,44.5425,45.9575,43.751728,224805200
07-05-2018,46.294998,46.9175,46.1875,46.290001,44.068279,169805600
08-05-2018,46.247501,46.555,45.9175,46.512501,44.280102,113611200
09-05-2018,46.637501,46.849998,46.305,46.84,44.591885,92844800
10-05-2018,46.935001,47.592499,46.912498,47.509998,45.229725,111957200
11-05-2018,47.372501,47.514999,46.862499,47.147499,45.057701,104848800
14-05-2018,47.252499,47.3825,46.965,47.037498,44.952576,83115200
15-05-2018,46.695,46.767502,46.275002,46.610001,44.544018,94780800
16-05-2018,46.517502,47.115002,46.5,47.044998,44.959747,76732400
17-05-2018,47,47.227501,46.59,46.747501,44.675438,69176000
18-05-2018,46.797501,46.952499,46.532501,46.577499,44.512966,73190800
21-05-2018,47,47.317501,46.727501,46.907501,44.828346,73603200
22-05-2018,47.095001,47.220001,46.695,46.790001,44.716045,60962800
23-05-2018,46.587502,47.125,46.439999,47.09,45.002747,80233600
24-05-2018,47.192501,47.209999,46.552502,47.037498,44.952576,92936000
25-05-2018,47.057499,47.412498,46.912498,47.145,45.055313,69844000
29-05-2018,46.900002,47.1875,46.717499,46.974998,44.892849,90056400
30-05-2018,46.93,47,46.695,46.875,44.797287,74762000
31-05-2018,46.805,47.057499,46.535,46.717499,44.646759,109931200
01-06-2018,46.997501,47.564999,46.9375,47.560001,45.451912,93770000
04-06-2018,47.91,48.355,47.837502,47.9575,45.831791,105064800
05-06-2018,48.267502,48.485001,48.09,48.327499,46.185402,86264000
06-06-2018,48.407501,48.52,47.98,48.494999,46.345478,83734400
07-06-2018,48.535,48.549999,48.084999,48.365002,46.221233,85388800
08-06-2018,47.7925,48,47.442501,47.924999,45.800739,106627200
11-06-2018,47.837502,47.9925,47.552502,47.807499,45.688442,73234000
12-06-2018,47.8475,48.1525,47.787498,48.07,45.939316,67644400
13-06-2018,48.105,48.220001,47.610001,47.674999,45.561817,86553600
14-06-2018,47.887501,47.892502,47.555,47.700001,45.585716,86440400
15-06-2018,47.5075,47.540001,47.064999,47.209999,45.117428,246876800
18-06-2018,46.970001,47.305,46.799999,47.185001,45.09354,73939600
19-06-2018,46.285,46.5825,45.862499,46.422501,44.364845,134314000
20-06-2018,46.587502,46.799999,46.432499,46.625,44.558361,82514800
21-06-2018,46.8125,47.087502,46.235001,46.365002,44.309879,102847600
22-06-2018,46.529999,46.537498,46.174999,46.23,44.18087,108801600
25-06-2018,45.849998,46.23,45.182499,45.5425,43.523846,126652400
26-06-2018,45.747501,46.6325,45.634998,46.107498,44.063797,98276800
27-06-2018,46.307499,46.82,46.0075,46.040001,43.99929,101141200
28-06-2018,46.025002,46.552502,45.950001,46.375,44.319454,69460800
29-06-2018,46.572498,46.797501,45.727501,46.2775,44.226265,90950800
02-07-2018,45.955002,46.825001,45.855,46.794998,44.720821,70925200
03-07-2018,46.947498,46.987499,45.884998,45.98,43.941952,55819200
05-07-2018,46.314999,46.602501,46.07,46.349998,44.295551,66416800
06-07-2018,46.355,47.107498,46.299999,46.9925,44.909573,69940800
09-07-2018,47.375,47.669998,47.325001,47.645,45.533146,79026400
10-07-2018,47.677502,47.82,47.544998,47.587502,45.478207,63756400
11-07-2018,47.125,47.445,46.9025,46.970001,44.888069,75326000
12-07-2018,47.3825,47.852501,47.327499,47.7575,45.640663,72164400
13-07-2018,47.77,47.959999,47.724998,47.8325,45.712345,50055600
16-07-2018,47.880001,48.162498,47.605,47.727501,45.611988,60172400
17-07-2018,47.4375,47.967499,47.299999,47.862499,45.741016,62138000
18-07-2018,47.945,47.950001,47.482498,47.599998,45.490139,65573600
19-07-2018,47.422501,48.137501,47.422501,47.970001,45.843746,81147200
20-07-2018,47.945,48.107498,47.5425,47.860001,45.738625,82704800
23-07-2018,47.669998,47.990002,47.389999,47.9025,45.779243,63957600
24-07-2018,48.112499,48.415001,48.012501,48.25,46.111336,74791600
25-07-2018,48.264999,48.712502,48.107498,48.705002,46.546162,66839600
26-07-2018,48.6525,48.990002,48.4025,48.552502,46.400429,76304000
27-07-2018,48.747501,48.797501,47.525002,47.744999,45.628723,96096000
30-07-2018,47.974998,48.049999,47.267502,47.477501,45.373077,84118000
31-07-2018,47.575001,48.035,47.334999,47.572498,45.463867,157492000
01-08-2018,49.782501,50.439999,49.327499,50.375,48.142147,271742800
02-08-2018,50.145,52.095001,50.087502,51.8475,49.54937,249616000
03-08-2018,51.7575,52.185001,51.369999,51.997501,49.69273,133789600
06-08-2018,52,52.3125,51.767502,52.267502,49.950756,101701600
07-08-2018,52.330002,52.375,51.689999,51.7775,49.482471,102349600
08-08-2018,51.512501,51.952499,51.130001,51.8125,49.515926,90102000
09-08-2018,52.3825,52.445,51.799999,52.220001,49.905365,93970400
10-08-2018,51.84,52.275002,51.6675,51.8825,49.756718,98444800
13-08-2018,52.327499,52.737499,51.924999,52.217499,50.077991,103563600
14-08-2018,52.540001,52.639999,52.064999,52.4375,50.288975,82992000
15-08-2018,52.305,52.685001,52.0825,52.560001,50.406456,115230400
16-08-2018,52.9375,53.452499,52.8675,53.330002,51.144905,114001600
17-08-2018,53.360001,54.487499,53.290001,54.395,52.166275,141708000
20-08-2018,54.525002,54.794998,53.7775,53.865002,51.65799,121150800
21-08-2018,54.200001,54.297501,53.5075,53.759998,51.557285,104639200
22-08-2018,53.525002,54.09,53.459999,53.762501,51.559685,76072400
23-08-2018,53.662498,54.262501,53.650002,53.872501,51.665188,75532800
24-08-2018,54.150002,54.224998,53.7775,54.040001,51.825821,73905600
27-08-2018,54.287498,54.685001,54.0825,54.485001,52.25259,82100400
28-08-2018,54.752499,55.134998,54.73,54.924999,52.674557,91107200
29-08-2018,55.037498,55.872501,54.852501,55.744999,53.46096,109019200
30-08-2018,55.8125,57.064999,55.599998,56.2575,53.952465,195175200
31-08-2018,56.627499,57.217499,56.5,56.907501,54.575829,173360400
04-09-2018,57.102501,57.294998,56.657501,57.09,54.750851,109560400
05-09-2018,57.247501,57.4175,56.275002,56.717499,54.393616,133332000
06-09-2018,56.557499,56.837502,55.325001,55.775002,53.489731,137160000
07-09-2018,55.462502,56.342499,55.177502,55.325001,53.058167,150479200
10-09-2018,55.237499,55.462502,54.1175,54.5825,52.346096,158066000
11-09-2018,54.502499,56.075001,54.139999,55.962502,53.669544,142996000
12-09-2018,56.235001,56.25,54.959999,55.267502,53.003025,197114800
13-09-2018,55.880001,57.087502,55.642502,56.602501,54.283321,166825600
14-09-2018,56.4375,56.709999,55.630001,55.959999,53.667145,127997200
17-09-2018,55.537498,55.737499,54.317501,54.470001,52.238201,148780400
18-09-2018,54.447498,55.462502,54.279999,54.560001,52.324505,126286800
19-09-2018,54.625,54.904999,53.825001,54.592499,52.355682,108495200
20-09-2018,55.060001,55.57,54.787498,55.0075,52.75367,106435200
21-09-2018,55.195,55.34,54.322498,54.415001,52.185448,384986800
24-09-2018,54.205002,55.314999,54.157501,55.197498,52.935886,110773600
25-09-2018,54.9375,55.705002,54.924999,55.547501,53.271553,98217600
26-09-2018,55.25,55.9375,54.939999,55.105,52.847187,95938800
27-09-2018,55.955002,56.610001,55.884998,56.237499,53.933277,120724800
28-09-2018,56.197498,56.459999,56.005001,56.435001,54.122692,91717600
01-10-2018,56.987499,57.355,56.587502,56.814999,54.48711,94403200
02-10-2018,56.8125,57.5,56.657501,57.32,54.971424,99152800
03-10-2018,57.512501,58.3675,57.445,58.017502,55.640358,114619200
04-10-2018,57.695,58.087502,56.682499,56.997501,54.66214,128168000
05-10-2018,56.990002,57.102501,55.145,56.072498,53.775043,134322000
08-10-2018,55.552502,56.200001,55.049999,55.942501,53.650364,118655600
09-10-2018,55.91,56.817501,55.5625,56.717499,54.393616,107564000
10-10-2018,56.365002,56.587502,54.012501,54.09,51.873772,167962400
11-10-2018,53.630001,54.875,53.080002,53.612499,51.415833,212497600
12-10-2018,55.105,55.720001,54.209999,55.5275,53.252373,161351600
15-10-2018,55.290001,55.4575,54.317501,54.34,52.113525,123164000
16-10-2018,54.732498,55.747501,54.189999,55.537498,53.261955,116736000
17-10-2018,55.575001,55.66,54.834999,55.297501,53.031792,91541600
18-10-2018,54.465,54.935001,53.25,54.005001,51.792244,130325200
19-10-2018,54.514999,55.314999,54.357498,54.827499,52.581047,132314800
22-10-2018,54.947498,55.84,54.735001,55.162498,52.902325,115168400
23-10-2018,53.9575,55.8125,53.674999,55.682499,53.401024,155071200
24-10-2018,55.650002,56.057499,53.634998,53.772499,51.569279,163702000
25-10-2018,54.427502,55.345001,54.1875,54.950001,52.698532,119423200
26-10-2018,53.974998,55.047501,53.1675,54.075001,51.859383,189033600
29-10-2018,54.797501,54.922501,51.522499,53.060001,50.885963,183742000
30-10-2018,52.787498,53.794998,52.317501,53.325001,51.140114,146640000
31-10-2018,54.220001,55.112499,54.154999,54.715,52.473156,153435600
01-11-2018,54.762501,55.59,54.202499,55.555,53.278748,233292800
02-11-2018,52.387501,53.412498,51.357498,51.869999,49.74472,365314800
05-11-2018,51.075001,51.0975,49.5425,50.397499,48.332561,264654800
06-11-2018,50.48,51.18,50.422501,50.942501,48.855232,127531600
07-11-2018,51.4925,52.514999,51.032501,52.487499,50.336926,133697600
08-11-2018,52.494999,52.529999,51.6875,52.122501,50.161297,101450400
09-11-2018,51.387501,51.502499,50.5625,51.1175,49.194115,137463200
12-11-2018,49.75,49.962502,48.447498,48.5425,46.715996,204542000
13-11-2018,47.907501,49.294998,47.862499,48.057499,46.249245,187531600
14-11-2018,48.474998,48.619999,46.482498,46.700001,44.942833,243204000
15-11-2018,47.0975,47.9925,46.724998,47.852501,46.051964,185915200
16-11-2018,47.625,48.7425,47.365002,48.3825,46.562023,147713200
19-11-2018,47.5,47.674999,46.247501,46.465,44.716679,167701200
20-11-2018,44.592499,45.3675,43.877499,44.244999,42.5802,271300800
21-11-2018,44.932499,45.067501,44.137501,44.195,42.532078,124496800
23-11-2018,43.735001,44.150002,43.025002,43.072498,41.451817,94496000
26-11-2018,43.560001,43.737499,42.564999,43.654999,42.012394,179994000
27-11-2018,42.877499,43.692501,42.720001,43.560001,41.920975,165549600
28-11-2018,44.182499,45.322498,43.732498,45.235001,43.532944,184250000
29-11-2018,45.665001,45.700001,44.424999,44.887501,43.198524,167080000
30-11-2018,45.072498,45.0825,44.2575,44.645,42.965149,158126000
03-12-2018,46.115002,46.235001,45.302502,46.205002,44.46645,163210000
04-12-2018,45.237499,45.5975,44.067501,44.172501,42.510433,165377200
06-12-2018,42.939999,43.695,42.605,43.68,42.036461,172393600
07-12-2018,43.372501,43.622501,42.075001,42.122501,40.537571,169126400
10-12-2018,41.25,42.522499,40.8325,42.400002,40.80463,248104000
11-12-2018,42.915001,42.947498,41.75,42.157501,40.571251,189126800
12-12-2018,42.599998,42.98,42.255001,42.275002,40.684326,142510800
13-12-2018,42.622501,43.142502,42.387501,42.737499,41.129417,127594400
14-12-2018,42.25,42.27,41.32,41.369999,39.813374,162814800
17-12-2018,41.362499,42.087502,40.682499,40.985001,39.442863,177151600
18-12-2018,41.345001,41.8825,41.0975,41.517502,39.95533,135366000
19-12-2018,41.5,41.862499,39.772499,40.2225,38.709049,196189200
20-12-2018,40.099998,40.5275,38.825001,39.2075,37.732246,259092000
21-12-2018,39.215,39.540001,37.407501,37.682499,36.264633,382978400
24-12-2018,37.037498,37.887501,36.647499,36.7075,35.326309,148676800
26-12-2018,37.075001,39.307499,36.68,39.2925,37.814049,234330000
27-12-2018,38.959999,39.192501,37.517502,39.037498,37.568642,212468400
28-12-2018,39.375,39.630001,38.637501,39.057499,37.587891,169165600
31-12-2018,39.6325,39.84,39.119999,39.435001,37.951191,140014000
02-01-2019,38.7225,39.712502,38.557499,39.48,37.994495,148158800
03-01-2019,35.994999,36.43,35.5,35.547501,34.209972,365248800
04-01-2019,36.1325,37.137501,35.950001,37.064999,35.670353,234428400
07-01-2019,37.174999,37.2075,36.474998,36.982498,35.590969,219111200
08-01-2019,37.389999,37.955002,37.130001,37.6875,36.269436,164101200
09-01-2019,37.822498,38.6325,37.407501,38.327499,36.885353,180396400
10-01-2019,38.125,38.4925,37.715,38.450001,37.003254,143122800
11-01-2019,38.220001,38.424999,37.877499,38.072498,36.63995,108092800
14-01-2019,37.712502,37.817501,37.305,37.5,36.089001,129756800
15-01-2019,37.567501,38.3475,37.512501,38.267502,36.827625,114843600
16-01-2019,38.27,38.970001,38.25,38.735001,37.277534,122278800
17-01-2019,38.549999,39.415001,38.314999,38.965,37.498867,119284800
18-01-2019,39.375,39.470001,38.994999,39.205002,37.729836,135004000
22-01-2019,39.102501,39.182499,38.154999,38.325001,36.882954,121576000
23-01-2019,38.537498,38.785,37.924999,38.48,37.032127,92522400
24-01-2019,38.5275,38.619999,37.935001,38.174999,36.738605,101766000
25-01-2019,38.869999,39.532501,38.580002,39.439999,37.955997,134142000
28-01-2019,38.947498,39.0825,38.415001,39.075001,37.60474,104768400
29-01-2019,39.0625,39.532501,38.5275,38.669998,37.21497,166348800
30-01-2019,40.8125,41.537498,40.057499,41.3125,39.758034,244439200
31-01-2019,41.5275,42.25,41.139999,41.610001,40.044346,162958400
01-02-2019,41.740002,42.244999,41.482498,41.630001,40.063599,130672400
04-02-2019,41.852501,42.915001,41.82,42.8125,41.201595,125982000
05-02-2019,43.215,43.77,43.087502,43.544998,41.906544,144406400
06-02-2019,43.662498,43.892502,43.212502,43.560001,41.920975,112958400
07-02-2019,43.099998,43.485001,42.584999,42.735001,41.127022,126966800
08-02-2019,42.247501,42.665001,42.105,42.602501,41.175346,95280000
11-02-2019,42.762501,42.802502,42.3125,42.357498,40.938549,83973600
12-02-2019,42.525002,42.75,42.424999,42.7225,41.291321,89134000
13-02-2019,42.8475,43.119999,42.48,42.544998,41.119766,89960800
14-02-2019,42.427502,42.814999,42.345001,42.700001,41.269577,87342800
15-02-2019,42.8125,42.924999,42.4375,42.605,41.177757,98507200
19-02-2019,42.427502,42.860001,42.372501,42.732498,41.30098,75891200
20-02-2019,42.797501,43.330002,42.747501,43.0075,41.566772,104457600
21-02-2019,42.950001,43.092499,42.575001,42.764999,41.332397,68998800
22-02-2019,42.895,43.25,42.845001,43.2425,41.793896,75652800
25-02-2019,43.540001,43.967499,43.487499,43.557499,42.098343,87493600
26-02-2019,43.427502,43.825001,43.2925,43.5825,42.122513,68280800
27-02-2019,43.302502,43.75,43.182499,43.717499,42.252987,111341600
28-02-2019,43.580002,43.727501,43.23,43.287498,41.837395,112861600
01-03-2019,43.57,43.787498,43.2225,43.7425,42.277153,103544800
04-03-2019,43.922501,44.4375,43.4925,43.962502,42.489792,109744800
05-03-2019,43.985001,44,43.634998,43.8825,42.412464,78949600
06-03-2019,43.6675,43.872501,43.485001,43.630001,42.168427,83241600
07-03-2019,43.467499,43.610001,43.005001,43.125,41.680336,99185600
08-03-2019,42.580002,43.267502,42.375,43.227501,41.779411,95997600
11-03-2019,43.872501,44.779999,43.837502,44.724998,43.226742,128044000
12-03-2019,45,45.6675,44.842499,45.227501,43.71241,129870400
13-03-2019,45.5625,45.825001,45.23,45.427502,43.905704,124130000
14-03-2019,45.974998,46.025002,45.639999,45.932499,44.39378,94318000
15-03-2019,46.212502,46.8325,45.935001,46.529999,44.971275,156171600
18-03-2019,46.450001,47.0975,46.447498,47.005001,45.430359,104879200
19-03-2019,47.087502,47.247501,46.48,46.6325,45.070339,126585600
20-03-2019,46.557499,47.372501,46.182499,47.040001,45.464191,124140800
21-03-2019,47.505001,49.0825,47.452499,48.772499,47.138649,204136800
22-03-2019,48.834999,49.422501,47.695,47.762501,46.162479,169630800
25-03-2019,47.877499,47.994999,46.650002,47.185001,45.604328,175381200
26-03-2019,47.915001,48.220001,46.145,46.697498,45.133156,199202000
27-03-2019,47.1875,47.439999,46.637501,47.1175,45.539093,119393600
28-03-2019,47.237499,47.389999,46.8825,47.18,45.599495,83121600
29-03-2019,47.4575,47.52,47.134998,47.487499,45.896698,94256000
01-04-2019,47.91,47.919998,47.095001,47.810001,46.208393,111448000
02-04-2019,47.772499,48.615002,47.762501,48.505001,46.880116,91062800
03-04-2019,48.3125,49.125,48.287498,48.837502,47.201473,93087200
04-04-2019,48.697498,49.092499,48.285,48.922501,47.28363,76457200
05-04-2019,49.112499,49.275002,48.982498,49.25,47.600155,74106400
08-04-2019,49.105,50.057499,49.084999,50.025002,48.349197,103526800
09-04-2019,50.080002,50.712502,49.807499,49.875,48.204208,143072800
10-04-2019,49.669998,50.185001,49.544998,50.154999,48.474838,86781200
11-04-2019,50.212502,50.25,49.610001,49.737499,48.071331,83603200
12-04-2019,49.799999,50.035,49.052502,49.717499,48.051994,111042800
15-04-2019,49.645,49.962502,49.502499,49.807499,48.138973,70146400
16-04-2019,49.865002,50.342499,49.639999,49.8125,48.143814,102785600
17-04-2019,49.884998,50.845001,49.6525,50.782501,49.081326,115627200
18-04-2019,50.779999,51.037498,50.630001,50.965,49.257706,96783200
22-04-2019,50.7075,51.235001,50.584999,51.1325,49.419594,77758000
23-04-2019,51.107498,51.9375,50.974998,51.869999,50.132381,93292000
24-04-2019,51.84,52.119999,51.762501,51.790001,50.055065,70162400
25-04-2019,51.7075,51.939999,51.279999,51.32,49.600807,74172800
26-04-2019,51.224998,51.25,50.529999,51.075001,49.364021,74596400
29-04-2019,51.099998,51.4925,50.965,51.1525,49.438919,88818800
30-04-2019,50.764999,50.849998,49.7775,50.1675,48.486916,186139600
01-05-2019,52.470001,53.827499,52.307499,52.630001,50.866932,259309200
02-05-2019,52.459999,53.162498,52.032501,52.287498,50.535904,127985200
03-05-2019,52.7225,52.959999,52.557499,52.9375,51.16412,83569600
06-05-2019,51.072498,52.209999,50.875,52.119999,50.37402,129772400
07-05-2019,51.470001,51.855,50.2075,50.715,49.016079,155054800
08-05-2019,50.474998,51.334999,50.4375,50.724998,49.025738,105358000
09-05-2019,50.099998,50.419998,49.165001,50.18,48.499001,139634400
10-05-2019,49.355,49.712502,48.192501,49.294998,47.827122,164834800
13-05-2019,46.927502,47.369999,45.712502,46.43,45.04744,229722400
14-05-2019,46.602501,47.424999,46.352501,47.165001,45.76054,146118800
15-05-2019,46.567501,47.9375,46.505001,47.73,46.30872,106178800
16-05-2019,47.477501,48.1175,47.209999,47.52,46.104977,132125600
17-05-2019,46.732498,47.724998,46.689999,47.25,45.843021,131516400
20-05-2019,45.880001,46.087502,45.07,45.772499,44.409515,154449200
21-05-2019,46.305,47,46.174999,46.650002,45.260887,113459200
22-05-2019,46.165001,46.427502,45.637501,45.695,44.33432,118994400
23-05-2019,44.950001,45.134998,44.452499,44.915001,43.577549,146118800
24-05-2019,45.049999,45.535,44.654999,44.7425,43.410187,94858800
28-05-2019,44.73,45.147499,44.477501,44.557499,43.230701,111792800
29-05-2019,44.105,44.837502,44,44.345001,43.024513,113924800
30-05-2019,44.487499,44.807499,44.1675,44.575001,43.247669,84873600
31-05-2019,44.057499,44.497501,43.747501,43.767502,42.464218,108174400
03-06-2019,43.900002,44.48,42.567501,43.325001,42.034897,161584400
04-06-2019,43.860001,44.9575,43.630001,44.91,43.572701,123872000
05-06-2019,46.07,46.247501,45.285,45.634998,44.2761,119093600
06-06-2019,45.77,46.3675,45.537498,46.305,44.926155,90105200
07-06-2019,46.627499,47.98,46.442501,47.537498,46.121956,122737600
10-06-2019,47.952499,48.842499,47.904999,48.145,46.711365,104883600
11-06-2019,48.715,49,48.400002,48.702499,47.252266,107731600
12-06-2019,48.487499,48.9925,48.3475,48.547501,47.101887,73012800
13-06-2019,48.674999,49.197498,48.400002,48.537498,47.092175,86698400
14-06-2019,47.887501,48.397499,47.575001,48.185001,46.750179,75046000
17-06-2019,48.224998,48.740002,48.0425,48.4725,47.029118,58676400
18-06-2019,49.012501,50.072498,48.802502,49.612499,48.13517,106204000
19-06-2019,49.919998,49.970001,49.327499,49.467499,47.994492,84496800
20-06-2019,50.092499,50.1525,49.5075,49.865002,48.38015,86056000
21-06-2019,49.700001,50.212502,49.537498,49.695,48.215218,191202400
24-06-2019,49.634998,50.040001,49.5425,49.645,48.166698,72881600
25-06-2019,49.607498,49.814999,48.822498,48.892502,47.4366,84281200
26-06-2019,49.442501,50.247501,49.337502,49.950001,48.462624,104270000
27-06-2019,50.072498,50.392502,49.892502,49.935001,48.448063,83598800
28-06-2019,49.669998,49.875,49.262501,49.48,48.006611,124442400
01-07-2019,50.7925,51.122501,50.162498,50.387501,48.8871,109012000
02-07-2019,50.352501,50.782501,50.34,50.682499,49.173306,67740800
03-07-2019,50.82,51.110001,50.672501,51.102501,49.580799,45448000
05-07-2019,50.837502,51.27,50.724998,51.057499,49.537136,69062000
08-07-2019,50.202499,50.349998,49.602501,50.005001,48.51598,101354400
09-07-2019,49.799999,50.377499,49.702499,50.310001,48.811901,82312000
10-07-2019,50.462502,50.932499,50.389999,50.807499,49.294586,71588400
11-07-2019,50.827499,51.0975,50.427502,50.4375,48.935608,80767200
12-07-2019,50.612499,51,50.549999,50.825001,49.311558,70380800
15-07-2019,51.022499,51.467499,51,51.302502,49.774849,67789600
16-07-2019,51.147499,51.5275,50.875,51.125,49.602634,67467200
17-07-2019,51.012501,51.272499,50.817501,50.837502,49.323689,56430000
18-07-2019,51,51.470001,50.924999,51.415001,49.883991,74162400
19-07-2019,51.447498,51.625,50.59,50.647499,49.139343,83717200
22-07-2019,50.912498,51.807499,50.9025,51.805,50.262386,89111600
23-07-2019,52.115002,52.227501,51.822498,52.209999,50.655327,73420800
24-07-2019,51.9175,52.287498,51.7925,52.1675,50.614086,59966400
25-07-2019,52.2225,52.310001,51.682499,51.755001,50.213875,55638400
26-07-2019,51.869999,52.432499,51.785,51.935001,50.388515,70475600
29-07-2019,52.115002,52.66,52.110001,52.419998,50.859074,86693600
30-07-2019,52.189999,52.540001,51.827499,52.195,50.640766,135742800
31-07-2019,54.105,55.342499,52.825001,53.259998,51.674053,277125600
01-08-2019,53.474998,54.5075,51.685001,52.107498,50.55587,216071600
02-08-2019,51.3825,51.607498,50.407501,51.005001,49.486202,163448400
05-08-2019,49.497501,49.662498,48.145,48.334999,46.89571,209572000
06-08-2019,49.077499,49.517502,48.509998,49.25,47.783466,143299200
07-08-2019,48.852501,49.889999,48.455002,49.759998,48.278271,133457600
08-08-2019,50.049999,50.8825,49.8475,50.857498,49.343098,108038000
09-08-2019,50.325001,50.689999,49.822498,50.247501,48.936485,98478800
12-08-2019,49.904999,50.512501,49.787498,50.119999,48.812309,89927600
13-08-2019,50.255001,53.035,50.119999,52.2425,50.879436,188874000
14-08-2019,50.790001,51.610001,50.647499,50.6875,49.365005,146189600
15-08-2019,50.865002,51.285,49.9175,50.435001,49.119102,108909600
16-08-2019,51.07,51.790001,50.959999,51.625,50.278046,110481600
19-08-2019,52.654999,53.182499,52.5075,52.587502,51.215435,97654400
20-08-2019,52.720001,53.337502,52.580002,52.59,51.217869,107537200
21-08-2019,53.247501,53.412498,52.900002,53.16,51.772999,86141600
22-08-2019,53.297501,53.610001,52.6875,53.115002,51.729168,89014800
23-08-2019,52.357498,53.012501,50.25,50.66,49.338219,187272000
26-08-2019,51.465,51.797501,51.264999,51.622501,50.275612,104174400
27-08-2019,51.965,52.137501,50.8825,51.040001,49.708309,103493200
28-08-2019,51.025002,51.43,50.830002,51.3825,50.041878,63755200
29-08-2019,52.125,52.330002,51.665001,52.252499,50.889175,83962000
30-08-2019,52.540001,52.612499,51.799999,52.185001,50.823437,84573600
03-09-2019,51.607498,51.744999,51.055,51.424999,50.08326,80092000
04-09-2019,52.0975,52.369999,51.830002,52.297501,50.932999,76752400
05-09-2019,53,53.4925,52.877499,53.32,51.928822,95654800
06-09-2019,53.512501,53.605,53.127499,53.314999,51.923946,77449200
09-09-2019,53.709999,54.110001,52.767502,53.5425,52.145523,109237600
10-09-2019,53.465,54.195,52.927502,54.174999,52.761513,127111600
11-09-2019,54.517502,55.927502,54.432499,55.897499,54.439068,177158400
12-09-2019,56.200001,56.605,55.715,55.772499,54.317329,128906800
13-09-2019,55,55.197498,54.255001,54.6875,53.260643,159053200
16-09-2019,54.432499,55.032501,54.389999,54.974998,53.540638,84632400
17-09-2019,54.990002,55.205002,54.779999,55.174999,53.735424,73274800
18-09-2019,55.264999,55.712502,54.860001,55.692501,54.239414,101360000
19-09-2019,55.502499,55.939999,55.092499,55.240002,53.798725,88242400
20-09-2019,55.345001,55.639999,54.3675,54.432499,53.012295,221652400
23-09-2019,54.737499,54.959999,54.412498,54.68,53.253345,76662000
24-09-2019,55.2575,55.622501,54.297501,54.419998,53.000126,124763200
25-09-2019,54.637501,55.375,54.285,55.2575,53.815769,87613600
26-09-2019,55,55.235001,54.7075,54.9725,53.538204,75334000
27-09-2019,55.134998,55.240002,54.32,54.705002,53.277687,101408000
30-09-2019,55.224998,56.145,55.197498,55.9925,54.53159,103909600
01-10-2019,56.267502,57.055,56.049999,56.147499,54.682545,139223200
02-10-2019,55.764999,55.895,54.482498,54.740002,53.311775,138449200
03-10-2019,54.607498,55.240002,53.782501,55.205002,53.764641,114426000
04-10-2019,56.41,56.872501,55.9725,56.752499,55.271759,138478800
07-10-2019,56.567501,57.482498,56.459999,56.764999,55.283939,122306000
08-10-2019,56.455002,57.014999,56.0825,56.099998,54.636284,111820000
09-10-2019,56.7575,56.947498,56.41,56.7575,55.276638,74770400
10-10-2019,56.982498,57.610001,56.825001,57.522499,56.021675,113013600
11-10-2019,58.237499,59.41,58.077499,59.052502,57.511757,166795600
14-10-2019,58.724998,59.532501,58.6675,58.967499,57.42897,96427600
15-10-2019,59.0975,59.412498,58.720001,58.830002,57.295063,87360000
16-10-2019,58.342499,58.810001,58.299999,58.592499,57.063759,73903200
17-10-2019,58.772499,59.037498,58.380001,58.82,57.28532,67585200
18-10-2019,58.647499,59.395,58.572498,59.102501,57.560455,97433600
21-10-2019,59.380001,60.247501,59.330002,60.127499,58.558697,87247200
22-10-2019,60.290001,60.549999,59.904999,59.990002,58.424793,82293600
23-10-2019,60.525002,60.810001,60.305,60.794998,59.20879,75828800
24-10-2019,61.127499,61.200001,60.452499,60.895,59.306179,69275200
